Team_ID,Game_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612737,21700413,240,32,70,0.457,11,31,0.355,16,26,0.615,7,27,34,28,6,6,16,12,91
1610612737,21700397,240,43,92,0.467,16,36,0.444,12,13,0.9229999999999999,10,27,37,26,8,4,10,17,114
1610612737,21700390,240,37,77,0.48100000000000004,9,31,0.29,24,30,0.8,6,29,35,22,5,4,15,28,107
1610612737,21700378,240,41,80,0.513,17,33,0.515,18,25,0.72,9,31,40,33,7,6,12,13,117
1610612737,21700355,265,40,93,0.43,11,27,0.40700000000000003,15,20,0.75,11,38,49,25,7,3,17,16,106
1610612737,21700342,240,30,82,0.366,9,30,0.3,21,27,0.778,9,29,38,18,9,2,18,19,90
1610612737,21700328,240,47,99,0.475,10,27,0.37,10,14,0.7140000000000001,13,34,47,18,12,5,8,19,114
1610612737,21700313,240,41,79,0.519,12,31,0.387,20,24,0.833,8,21,29,24,9,4,17,20,114
1610612737,21700280,240,26,75,0.34700000000000003,6,27,0.222,20,23,0.87,7,25,32,18,9,1,18,15,78
1610612737,21700268,240,47,99,0.475,13,31,0.419,9,12,0.75,13,27,40,30,7,2,9,16,116
1610612737,21700256,240,40,83,0.48200000000000004,10,29,0.345,13,15,0.867,9,27,36,26,10,2,15,20,103
1610612737,21700250,240,37,85,0.435,8,30,0.267,3,8,0.375,9,29,38,21,7,7,15,15,85
1610612737,21700230,240,37,78,0.474,9,24,0.375,16,20,0.8,6,29,35,24,7,1,13,19,99
1610612737,21700204,240,50,79,0.633,16,32,0.5,10,16,0.625,9,44,53,40,9,6,18,23,126
1610612737,21700195,240,40,87,0.46,17,36,0.47200000000000003,8,9,0.889,10,26,36,25,14,1,16,18,105
1610612737,21700177,240,34,83,0.41,14,33,0.424,12,17,0.706,10,22,32,19,11,1,24,23,94
1610612737,21700169,240,44,89,0.494,8,24,0.33299999999999996,8,11,0.727,11,34,45,28,11,7,15,21,104
1610612737,21700146,240,39,81,0.48100000000000004,13,26,0.5,16,20,0.8,5,31,36,24,8,4,14,22,107
1610612737,21700136,240,41,86,0.47700000000000004,11,25,0.44,24,34,0.706,11,33,44,24,4,6,17,20,117
1610612737,21700123,240,39,81,0.48100000000000004,11,33,0.33299999999999996,15,18,0.833,5,36,41,16,8,8,18,16,104
1610612737,21700107,240,41,94,0.436,8,23,0.348,19,27,0.7040000000000001,12,37,49,22,11,4,18,28,109
1610612737,21700085,240,36,77,0.46799999999999997,13,29,0.44799999999999995,21,26,0.8079999999999999,3,28,31,27,9,2,16,21,106
1610612737,21700072,240,37,89,0.41600000000000004,14,33,0.424,12,12,1.0,11,32,43,23,7,4,12,21,100
1610612737,21700065,240,32,81,0.395,11,28,0.39299999999999996,11,13,0.846,7,33,40,22,10,5,10,23,86
1610612737,21700042,240,36,76,0.474,7,17,0.41200000000000003,14,18,0.778,6,35,41,14,9,1,20,17,93
1610612737,21700038,240,32,94,0.34,7,27,0.259,33,36,0.917,16,32,48,21,6,2,16,25,104
1610612737,21700017,240,36,95,0.379,7,30,0.233,12,14,0.857,6,32,38,19,11,4,13,29,91
1610612737,21700009,240,48,94,0.511,9,18,0.5,12,15,0.8,14,36,50,20,11,6,13,18,117
1610612738,21701219,240,46,102,0.451,6,24,0.25,12,15,0.8,20,42,62,22,6,6,13,14,110
1610612738,21701215,240,33,87,0.379,13,33,0.39399999999999996,22,27,0.815,13,31,44,22,14,1,16,18,101
1610612738,21701202,240,42,82,0.512,9,23,0.391,13,20,0.65,10,31,41,33,9,6,12,18,106
1610612738,21701185,240,45,81,0.556,14,34,0.41200000000000003,7,17,0.41200000000000003,6,40,46,35,9,6,18,15,111
1610612738,21701171,240,25,75,0.33299999999999996,3,22,0.136,25,28,0.893,8,35,43,10,7,3,16,16,78
1610612738,21701162,240,38,81,0.469,7,23,0.304,19,24,0.792,10,27,37,19,10,6,17,17,102
1610612738,21701140,240,40,88,0.455,7,17,0.41200000000000003,23,27,0.852,8,33,41,19,6,3,5,23,110
1610612738,21701121,240,35,79,0.44299999999999995,12,21,0.5710000000000001,15,20,0.75,11,31,42,20,11,2,16,18,97
1610612738,21701107,240,37,87,0.425,14,29,0.483,14,14,1.0,10,34,44,24,10,3,12,19,102
1610612738,21701099,240,40,72,0.556,12,22,0.545,12,17,0.706,3,32,35,23,9,2,15,11,104
1610612738,21701086,240,35,77,0.455,11,18,0.611,24,26,0.9229999999999999,9,36,45,22,5,4,13,18,105
1610612738,21701059,240,36,87,0.414,13,36,0.361,15,16,0.938,11,41,52,22,6,5,17,24,100
1610612738,21701047,240,35,87,0.402,9,26,0.34600000000000003,10,20,0.5,9,35,44,17,8,3,12,21,89
1610612738,21701029,240,31,82,0.37799999999999995,9,26,0.34600000000000003,21,28,0.75,16,39,55,16,7,6,18,17,92
1610612738,21701017,290,48,99,0.485,12,26,0.462,16,23,0.696,10,34,44,30,9,5,17,22,124
1610612738,21700998,240,34,81,0.42,12,37,0.324,17,21,0.81,10,32,42,26,10,5,16,13,97
1610612738,21700974,240,43,87,0.494,11,32,0.344,20,27,0.741,9,37,46,28,7,2,11,17,117
1610612738,21700953,240,41,84,0.488,12,36,0.33299999999999996,11,12,0.917,12,41,53,25,7,4,18,13,105
1610612738,21700939,240,44,91,0.484,13,24,0.542,19,21,0.905,10,28,38,22,6,3,13,21,120
1610612738,21700916,240,54,87,0.621,12,20,0.6,14,15,0.9329999999999999,4,43,47,31,3,4,10,20,134
1610612738,21700898,240,39,86,0.45299999999999996,12,37,0.324,19,27,0.7040000000000001,9,35,44,25,5,5,8,23,109
1610612738,21700886,240,42,93,0.452,13,33,0.39399999999999996,24,28,0.857,11,34,45,21,11,5,11,15,121
1610612738,21700873,240,41,85,0.48200000000000004,17,39,0.436,11,18,0.611,10,32,42,30,8,5,11,22,110
1610612738,21700858,240,42,97,0.433,15,31,0.484,20,21,0.9520000000000001,11,35,46,24,4,7,8,31,119
1610612738,21700835,240,36,89,0.40399999999999997,10,38,0.263,17,22,0.773,13,30,43,22,3,4,14,14,99
1610612738,21700820,240,34,89,0.382,7,27,0.259,16,20,0.8,12,26,38,16,5,8,10,21,91
1610612738,21700813,265,39,84,0.46399999999999997,9,26,0.34600000000000003,23,34,0.6759999999999999,7,38,45,16,9,6,18,20,110
1610612738,21700798,240,33,83,0.39799999999999996,10,23,0.435,15,20,0.75,9,29,38,21,3,3,17,19,91
1610612738,21700784,240,35,85,0.41200000000000003,15,36,0.41700000000000004,12,17,0.706,9,42,51,24,3,6,11,16,97
1610612738,21700767,240,45,89,0.506,11,24,0.45799999999999996,18,20,0.9,7,35,42,26,8,3,11,23,119
1610612738,21700758,240,40,83,0.48200000000000004,11,26,0.423,12,20,0.6,5,44,49,27,8,3,9,22,103
1610612738,21700743,240,43,91,0.473,17,36,0.47200000000000003,8,10,0.8,10,30,40,28,4,6,9,19,111
1610612738,21700728,240,37,85,0.435,14,28,0.5,17,24,0.708,11,34,45,17,6,2,14,23,105
1610612738,21700709,240,39,93,0.419,14,40,0.35,21,22,0.955,10,37,47,25,10,3,13,28,113
1610612738,21700700,240,42,90,0.467,15,44,0.341,8,10,0.8,7,35,42,22,3,5,11,25,107
1610612738,21700683,240,37,85,0.435,8,27,0.29600000000000004,13,14,0.929,11,33,44,22,6,9,15,18,95
1610612738,21700663,240,30,74,0.405,7,29,0.24100000000000002,13,17,0.765,3,28,31,13,7,5,19,20,80
1610612738,21700650,265,40,101,0.396,19,50,0.38,14,16,0.875,12,41,53,27,7,3,18,24,113
1610612738,21700614,240,43,89,0.483,13,35,0.371,15,19,0.789,11,35,46,24,11,2,18,18,114
1610612738,21700579,240,37,98,0.37799999999999995,5,18,0.278,8,15,0.5329999999999999,12,32,44,12,8,13,4,17,87
1610612738,21700570,240,38,94,0.40399999999999997,6,36,0.16699999999999998,9,13,0.6920000000000001,17,39,56,24,6,4,10,22,91
1610612738,21700559,240,41,92,0.446,12,36,0.33299999999999996,8,11,0.727,9,43,52,27,9,2,15,20,102
1610612738,21700539,240,39,79,0.494,14,33,0.424,16,25,0.64,8,42,50,21,7,8,17,22,108
1610612738,21700517,240,37,82,0.451,8,29,0.276,17,24,0.708,10,34,44,18,9,8,16,22,99
1610612738,21700506,240,37,78,0.474,15,34,0.441,13,13,1.0,6,37,43,20,4,7,15,20,102
1610612738,21700495,240,39,81,0.48100000000000004,14,29,0.483,11,17,0.647,8,37,45,20,2,4,16,23,103
1610612738,21700485,240,44,92,0.478,12,32,0.375,17,21,0.81,8,38,46,29,9,5,5,18,117
1610612738,21700468,240,33,86,0.384,13,38,0.342,14,19,0.737,9,26,35,17,11,1,10,20,93
1610612738,21700456,240,30,80,0.375,13,32,0.406,16,21,0.762,5,39,44,18,5,5,10,22,89
1610612738,21700442,240,44,79,0.557,16,26,0.615,8,14,0.5710000000000001,6,32,38,26,6,4,19,31,112
1610612738,21700436,240,39,80,0.488,14,30,0.467,10,14,0.7140000000000001,14,28,42,21,6,6,16,19,102
1610612738,21700423,240,35,86,0.40700000000000003,9,31,0.29,16,19,0.8420000000000001,2,29,31,20,10,5,8,18,95
1610612738,21700407,240,47,79,0.595,11,25,0.44,19,24,0.792,4,26,30,29,10,7,13,20,124
1610612738,21700391,240,33,83,0.39799999999999996,10,40,0.25,9,14,0.643,11,35,46,22,2,2,15,19,85
1610612738,21700386,240,33,79,0.418,11,30,0.3670000000000001,14,18,0.778,9,41,50,16,4,4,13,18,91
1610612738,21700374,240,38,83,0.45799999999999996,11,38,0.289,15,17,0.882,11,28,39,14,10,0,14,22,102
1610612738,21700356,240,36,87,0.414,12,34,0.353,13,17,0.765,9,44,53,25,8,8,11,15,97
1610612738,21700343,240,43,78,0.551,10,22,0.455,15,19,0.789,8,37,45,25,5,3,14,20,111
1610612738,21700326,240,42,80,0.525,14,31,0.452,18,23,0.7829999999999999,4,27,31,32,8,6,9,16,116
1610612738,21700314,240,40,79,0.506,12,29,0.414,16,20,0.8,7,33,40,25,7,7,16,20,108
1610612738,21700292,240,40,77,0.519,16,33,0.485,12,21,0.5710000000000001,5,31,36,27,2,4,17,23,108
1610612738,21700281,240,45,80,0.563,10,25,0.4,8,9,0.889,4,26,30,22,8,4,14,13,108
1610612738,21700269,240,42,91,0.462,17,42,0.405,17,25,0.68,13,33,46,27,6,10,8,20,118
1610612738,21700257,240,35,84,0.41700000000000004,9,26,0.34600000000000003,19,27,0.7040000000000001,7,30,37,19,11,4,11,19,98
1610612738,21700249,265,38,84,0.452,13,36,0.361,21,26,0.8079999999999999,5,48,53,24,8,4,17,24,110
1610612738,21700230,240,39,82,0.47600000000000003,16,34,0.47100000000000003,16,20,0.8,9,32,41,21,9,6,15,22,110
1610612738,21700215,240,26,79,0.32899999999999996,7,32,0.21899999999999997,33,38,0.868,7,45,52,15,8,5,15,15,92
1610612738,21700201,240,39,86,0.45299999999999996,9,27,0.33299999999999996,22,27,0.815,9,40,49,15,8,3,14,14,109
1610612738,21700188,240,35,87,0.402,10,26,0.385,15,19,0.789,15,31,46,24,9,2,14,18,95
1610612738,21700170,240,30,84,0.35700000000000004,9,31,0.29,21,25,0.84,9,40,49,15,6,5,13,26,90
1610612738,21700161,240,38,98,0.38799999999999996,7,29,0.24100000000000002,24,31,0.774,16,32,48,20,8,6,13,20,107
1610612738,21700146,240,39,81,0.48100000000000004,14,36,0.389,18,22,0.818,7,35,42,28,3,3,13,21,110
1610612738,21700138,240,39,89,0.43799999999999994,11,33,0.33299999999999996,15,20,0.75,9,45,54,26,10,1,13,21,104
1610612738,21700129,240,36,84,0.429,13,28,0.46399999999999997,16,24,0.667,11,38,49,23,6,2,10,14,101
1610612738,21700109,240,40,82,0.488,17,41,0.415,16,19,0.8420000000000001,16,36,52,30,10,3,15,19,113
1610612738,21700092,240,42,88,0.47700000000000004,11,31,0.355,13,16,0.813,15,39,54,24,10,6,13,22,108
1610612738,21700078,240,34,81,0.42,6,23,0.261,22,26,0.846,11,30,41,15,11,5,12,14,96
1610612738,21700067,240,33,78,0.423,11,30,0.3670000000000001,19,22,0.8640000000000001,6,39,45,21,7,4,15,14,96
1610612738,21700051,240,37,75,0.493,14,29,0.483,22,27,0.815,5,36,41,26,11,7,12,24,110
1610612738,21700019,240,35,84,0.41700000000000004,10,29,0.345,22,32,0.688,14,41,55,16,4,5,19,24,102
1610612738,21700007,240,39,91,0.429,11,28,0.39299999999999996,11,21,0.524,11,32,43,23,12,2,12,27,100
1610612738,21700001,240,36,88,0.409,8,32,0.25,19,25,0.76,9,37,46,24,11,4,10,24,99
1610612751,21701219,240,37,91,0.40700000000000003,11,40,0.275,12,16,0.75,10,34,44,27,10,6,15,12,97
1610612751,21701205,240,41,82,0.5,18,42,0.429,14,15,0.9329999999999999,6,32,38,32,8,10,17,15,114
1610612751,21701193,240,46,92,0.5,24,55,0.436,8,11,0.727,5,41,46,36,11,10,13,18,124
1610612751,21701178,240,41,75,0.547,19,39,0.48700000000000004,18,21,0.857,4,37,41,30,3,12,17,21,119
1610612751,21701157,240,34,81,0.42,17,42,0.405,10,23,0.435,3,33,36,20,5,6,18,15,95
1610612751,21701148,240,37,87,0.425,12,43,0.27899999999999997,10,15,0.667,6,34,40,23,5,5,12,22,96
1610612751,21701141,265,39,91,0.429,10,35,0.28600000000000003,22,28,0.7859999999999999,7,40,47,28,11,5,15,24,110
1610612751,21701117,240,40,87,0.46,12,34,0.353,19,22,0.8640000000000001,11,37,48,28,6,5,8,17,111
1610612751,21701094,240,38,83,0.45799999999999996,17,37,0.45899999999999996,21,26,0.8079999999999999,7,31,38,27,7,3,9,23,114
1610612751,21701082,240,41,84,0.488,11,27,0.40700000000000003,19,31,0.613,5,35,40,21,5,9,9,23,112
1610612751,21701067,240,39,93,0.419,13,37,0.35100000000000003,14,21,0.667,10,36,46,22,6,11,12,36,105
1610612751,21701053,240,36,72,0.5,16,40,0.4,30,40,0.75,9,32,41,27,5,9,22,22,118
1610612751,21701037,240,43,84,0.512,14,36,0.389,14,19,0.737,10,33,43,25,4,6,10,14,114
1610612751,21701030,240,40,89,0.449,15,30,0.5,21,27,0.778,11,36,47,25,4,5,12,22,116
1610612751,21701008,240,35,86,0.40700000000000003,15,36,0.41700000000000004,17,19,0.895,9,29,38,21,9,6,11,19,102
1610612751,21700999,240,33,85,0.38799999999999996,10,28,0.35700000000000004,21,24,0.875,13,29,42,17,5,5,18,19,97
1610612751,21700972,240,47,92,0.511,11,32,0.344,20,22,0.909,9,34,43,30,7,7,10,27,125
1610612751,21700963,240,36,85,0.424,9,34,0.265,20,25,0.8,10,28,38,24,7,1,12,18,101
1610612751,21700948,240,40,92,0.435,19,45,0.42200000000000004,21,23,0.9129999999999999,13,31,44,30,8,4,14,21,120
1610612751,21700924,265,40,96,0.41700000000000004,17,46,0.37,14,17,0.8240000000000001,16,35,51,27,10,4,21,14,111
1610612751,21700908,240,44,82,0.537,12,32,0.375,23,30,0.767,3,33,36,29,6,0,12,21,123
1610612751,21700899,240,40,90,0.444,16,42,0.381,8,8,1.0,7,41,48,31,4,9,15,20,104
1610612751,21700867,240,36,93,0.387,14,43,0.326,10,14,0.7140000000000001,11,30,41,27,6,8,9,23,96
1610612751,21700856,240,35,83,0.42200000000000004,13,35,0.371,20,27,0.741,9,35,44,24,4,2,13,20,103
1610612751,21700843,240,41,89,0.461,12,40,0.3,7,10,0.7,10,27,37,27,10,6,12,15,101
1610612751,21700826,290,43,114,0.377,21,59,0.35600000000000004,21,22,0.955,18,42,60,30,10,3,15,30,128
1610612751,21700805,240,39,90,0.433,17,51,0.33299999999999996,11,12,0.917,8,42,50,33,4,6,19,20,106
1610612751,21700800,240,41,85,0.48200000000000004,16,35,0.457,15,17,0.882,10,27,37,24,8,2,11,17,113
1610612751,21700785,240,37,90,0.41100000000000003,9,29,0.31,11,14,0.7859999999999999,11,25,36,25,5,1,9,19,94
1610612751,21700768,240,37,82,0.451,9,29,0.31,16,23,0.696,5,33,38,20,7,8,11,18,99
1610612751,21700756,240,39,77,0.506,13,32,0.406,25,28,0.893,9,30,39,19,3,9,11,26,116
1610612751,21700745,240,36,87,0.414,9,37,0.243,14,16,0.875,11,38,49,15,6,3,17,21,95
1610612751,21700729,240,38,82,0.46299999999999997,9,30,0.3,12,15,0.8,11,32,43,22,3,7,15,19,97
1610612751,21700719,240,33,89,0.371,8,34,0.235,17,20,0.85,11,34,45,18,5,2,14,19,91
1610612751,21700697,240,37,79,0.46799999999999997,16,38,0.42100000000000004,18,25,0.72,8,37,45,27,1,5,12,25,108
1610612751,21700685,240,37,80,0.46299999999999997,13,31,0.419,14,20,0.7,7,39,46,23,1,3,15,18,101
1610612751,21700668,240,36,76,0.474,9,32,0.281,20,26,0.769,10,34,44,20,5,8,14,18,101
1610612751,21700655,240,35,83,0.42200000000000004,13,36,0.361,12,18,0.667,6,41,47,23,3,1,14,28,95
1610612751,21700642,240,32,87,0.368,11,32,0.344,29,36,0.8059999999999999,11,34,45,16,5,3,11,23,104
1610612751,21700630,265,42,99,0.424,12,43,0.27899999999999997,17,20,0.85,13,34,47,28,6,3,15,22,113
1610612751,21700621,240,40,87,0.46,13,34,0.382,17,26,0.654,13,30,43,29,8,1,14,24,110
1610612751,21700606,240,27,74,0.365,12,37,0.324,14,15,0.9329999999999999,2,33,35,19,11,2,17,11,80
1610612751,21700592,265,39,100,0.39,12,33,0.364,23,28,0.821,11,44,55,22,8,2,16,27,113
1610612751,21700579,240,30,91,0.33,6,31,0.19399999999999998,19,22,0.8640000000000001,12,43,55,11,2,11,16,14,85
1610612751,21700557,240,37,72,0.514,14,30,0.467,10,11,0.909,4,34,38,22,3,3,19,23,98
1610612751,21700545,240,36,82,0.439,9,25,0.36,17,23,0.7390000000000001,10,42,52,17,7,10,13,22,98
1610612751,21700539,240,39,95,0.41100000000000003,11,36,0.306,16,19,0.8420000000000001,11,34,45,25,5,4,9,19,105
1610612751,21700523,240,39,79,0.494,11,26,0.423,22,25,0.88,8,46,54,25,8,4,18,23,111
1610612751,21700511,240,41,90,0.456,19,38,0.5,12,14,0.857,10,33,43,26,8,3,15,18,113
1610612751,21700502,240,39,93,0.419,12,32,0.375,7,9,0.778,12,33,45,23,5,0,13,18,97
1610612751,21700482,265,42,98,0.429,16,36,0.444,19,25,0.76,18,33,51,24,2,2,10,20,119
1610612751,21700473,240,44,88,0.5,14,41,0.341,17,21,0.81,13,47,60,29,4,4,14,17,119
1610612751,21700457,240,32,82,0.39,15,42,0.35700000000000004,20,23,0.87,14,24,38,15,5,7,10,19,99
1610612751,21700439,240,34,81,0.42,12,33,0.364,17,21,0.81,7,22,29,26,7,2,9,17,97
1610612751,21700424,240,32,76,0.42100000000000004,7,23,0.304,16,19,0.8420000000000001,6,31,37,15,4,1,22,14,87
1610612751,21700414,240,37,83,0.446,12,42,0.28600000000000003,18,23,0.7829999999999999,11,32,43,21,10,4,17,21,104
1610612751,21700400,240,34,84,0.405,10,43,0.233,25,33,0.758,9,44,53,26,4,6,14,21,103
1610612751,21700376,240,33,81,0.40700000000000003,7,27,0.259,16,19,0.8420000000000001,8,35,43,16,3,3,12,17,89
1610612751,21700365,240,35,80,0.43799999999999994,11,37,0.297,19,30,0.633,7,42,49,24,3,7,13,21,100
1610612751,21700342,240,41,85,0.48200000000000004,15,36,0.41700000000000004,13,15,0.867,12,40,52,29,7,6,22,28,110
1610612751,21700328,240,34,82,0.415,17,42,0.405,17,21,0.81,12,34,46,26,1,8,19,18,102
1610612751,21700310,240,42,90,0.467,11,29,0.379,14,25,0.56,14,38,52,25,5,1,14,21,109
1610612751,21700294,240,40,86,0.465,10,39,0.256,13,17,0.765,6,37,43,24,5,4,13,19,103
1610612751,21700289,240,33,74,0.446,13,29,0.44799999999999995,19,23,0.826,12,31,43,19,7,7,17,22,98
1610612751,21700267,240,50,100,0.5,10,25,0.4,15,21,0.7140000000000001,13,34,47,25,4,6,9,22,125
1610612751,21700254,240,42,81,0.519,14,37,0.37799999999999995,11,16,0.688,8,34,42,26,5,2,19,21,109
1610612751,21700236,240,34,95,0.358,16,48,0.33299999999999996,27,39,0.6920000000000001,13,39,52,24,7,2,13,21,111
1610612751,21700219,240,43,84,0.512,17,37,0.45899999999999996,15,20,0.75,4,32,36,27,8,2,12,21,118
1610612751,21700201,240,39,88,0.44299999999999995,14,35,0.4,10,16,0.625,9,34,43,26,4,3,14,24,102
1610612751,21700187,240,35,76,0.461,7,23,0.304,29,39,0.7440000000000001,10,31,41,13,7,4,17,22,106
1610612751,21700176,240,39,91,0.429,12,38,0.316,11,19,0.579,11,38,49,25,7,4,10,13,101
1610612751,21700155,240,38,89,0.4270000000000001,11,35,0.314,17,22,0.773,8,39,47,22,12,6,25,16,104
1610612751,21700147,240,35,87,0.402,8,32,0.25,20,29,0.69,11,37,48,20,10,4,16,30,98
1610612751,21700130,240,37,91,0.40700000000000003,9,38,0.237,29,38,0.763,8,35,43,23,8,5,16,22,112
1610612751,21700102,240,42,102,0.41200000000000003,9,31,0.29,21,30,0.7,7,37,44,15,9,4,7,22,114
1610612751,21700087,240,39,96,0.406,12,31,0.387,21,31,0.677,17,39,56,24,5,4,15,18,111
