Game_ID,GAME_DATE,Season,away_team_id,home_team_id
21701059,"MAR 20, 2018",2017-18,1610612760,1610612738
21701047,"MAR 18, 2018",2017-18,1610612738,1610612740
21701029,"MAR 16, 2018",2017-18,1610612738,1610612753
21701017,"MAR 14, 2018",2017-18,1610612764,1610612738
21700998,"MAR 11, 2018",2017-18,1610612754,1610612738
21700974,"MAR 08, 2018",2017-18,1610612738,1610612750
21700953,"MAR 05, 2018",2017-18,1610612738,1610612741
21700939,"MAR 03, 2018",2017-18,1610612738,1610612745
21700916,"FEB 28, 2018",2017-18,1610612766,1610612738
21700898,"FEB 26, 2018",2017-18,1610612763,1610612738
21700886,"FEB 24, 2018",2017-18,1610612738,1610612752
21700873,"FEB 23, 2018",2017-18,1610612738,1610612765
21700858,"FEB 14, 2018",2017-18,1610612746,1610612738
21700835,"FEB 11, 2018",2017-18,1610612739,1610612738
21700820,"FEB 09, 2018",2017-18,1610612754,1610612738
21700813,"FEB 08, 2018",2017-18,1610612738,1610612764
21700798,"FEB 06, 2018",2017-18,1610612738,1610612761
21700784,"FEB 04, 2018",2017-18,1610612757,1610612738
21700758,"JAN 31, 2018",2017-18,1610612752,1610612738
21700743,"JAN 29, 2018",2017-18,1610612738,1610612743
21700728,"JAN 27, 2018",2017-18,1610612738,1610612744
21700709,"JAN 24, 2018",2017-18,1610612738,1610612746
21700700,"JAN 23, 2018",2017-18,1610612738,1610612747
21700683,"JAN 21, 2018",2017-18,1610612753,1610612738
21700663,"JAN 18, 2018",2017-18,1610612755,1610612738
21700650,"JAN 16, 2018",2017-18,1610612740,1610612738
21700614,"JAN 11, 2018",2017-18,1610612738,1610612755
21700579,"JAN 06, 2018",2017-18,1610612738,1610612751
21700570,"JAN 05, 2018",2017-18,1610612750,1610612738
21700559,"JAN 03, 2018",2017-18,1610612739,1610612738
21700539,"DEC 31, 2017",2017-18,1610612751,1610612738
21700517,"DEC 28, 2017",2017-18,1610612745,1610612738
21700506,"DEC 27, 2017",2017-18,1610612738,1610612766
21700495,"DEC 25, 2017",2017-18,1610612764,1610612738
21700485,"DEC 23, 2017",2017-18,1610612741,1610612738
21700468,"DEC 21, 2017",2017-18,1610612738,1610612752
21700456,"DEC 20, 2017",2017-18,1610612748,1610612738
21700442,"DEC 18, 2017",2017-18,1610612738,1610612754
21700436,"DEC 16, 2017",2017-18,1610612738,1610612763
21700423,"DEC 15, 2017",2017-18,1610612762,1610612738
21700407,"DEC 13, 2017",2017-18,1610612743,1610612738
21700391,"DEC 11, 2017",2017-18,1610612738,1610612741
21700386,"DEC 10, 2017",2017-18,1610612738,1610612765
21700374,"DEC 08, 2017",2017-18,1610612738,1610612759
21700356,"DEC 06, 2017",2017-18,1610612742,1610612738
21700343,"DEC 04, 2017",2017-18,1610612749,1610612738
21700326,"DEC 02, 2017",2017-18,1610612756,1610612738
21700314,"NOV 30, 2017",2017-18,1610612755,1610612738
21700292,"NOV 27, 2017",2017-18,1610612765,1610612738
21700281,"NOV 25, 2017",2017-18,1610612738,1610612754
21700269,"NOV 24, 2017",2017-18,1610612753,1610612738
21700257,"NOV 22, 2017",2017-18,1610612738,1610612748
21700249,"NOV 20, 2017",2017-18,1610612738,1610612742
21700215,"NOV 16, 2017",2017-18,1610612744,1610612738
21700201,"NOV 14, 2017",2017-18,1610612738,1610612751
21700188,"NOV 12, 2017",2017-18,1610612761,1610612738
21700170,"NOV 10, 2017",2017-18,1610612766,1610612738
21700161,"NOV 08, 2017",2017-18,1610612747,1610612738
21700138,"NOV 05, 2017",2017-18,1610612738,1610612753
21700129,"NOV 03, 2017",2017-18,1610612738,1610612760
21700109,"NOV 01, 2017",2017-18,1610612758,1610612738
21700092,"OCT 30, 2017",2017-18,1610612759,1610612738
21700078,"OCT 28, 2017",2017-18,1610612738,1610612748
21700067,"OCT 26, 2017",2017-18,1610612738,1610612749
21700051,"OCT 24, 2017",2017-18,1610612752,1610612738
21700019,"OCT 20, 2017",2017-18,1610612738,1610612755
21700007,"OCT 18, 2017",2017-18,1610612749,1610612738
21700001,"OCT 17, 2017",2017-18,1610612738,1610612739
21701205,"APR 09, 2018",2017-18,1610612741,1610612751
21701193,"APR 07, 2018",2017-18,1610612751,1610612741
21701178,"APR 05, 2018",2017-18,1610612751,1610612749
21701157,"APR 03, 2018",2017-18,1610612751,1610612755
21701148,"APR 01, 2018",2017-18,1610612765,1610612751
21701141,"MAR 31, 2018",2017-18,1610612751,1610612748
21701117,"MAR 28, 2018",2017-18,1610612751,1610612753
21701094,"MAR 25, 2018",2017-18,1610612739,1610612751
21701082,"MAR 23, 2018",2017-18,1610612751,1610612761
21701067,"MAR 21, 2018",2017-18,1610612766,1610612751
21701053,"MAR 19, 2018",2017-18,1610612763,1610612751
21701037,"MAR 17, 2018",2017-18,1610612742,1610612751
21701030,"MAR 16, 2018",2017-18,1610612751,1610612755
21701008,"MAR 13, 2018",2017-18,1610612761,1610612751
21700999,"MAR 11, 2018",2017-18,1610612755,1610612751
21700972,"MAR 08, 2018",2017-18,1610612751,1610612766
21700963,"MAR 06, 2018",2017-18,1610612751,1610612744
21700948,"MAR 04, 2018",2017-18,1610612751,1610612746
21700924,"MAR 01, 2018",2017-18,1610612751,1610612758
21700908,"FEB 27, 2018",2017-18,1610612751,1610612739
21700899,"FEB 26, 2018",2017-18,1610612741,1610612751
21700867,"FEB 22, 2018",2017-18,1610612751,1610612766
21700856,"FEB 14, 2018",2017-18,1610612754,1610612751
21700843,"FEB 12, 2018",2017-18,1610612746,1610612751
21700826,"FEB 10, 2018",2017-18,1610612740,1610612751
21700805,"FEB 07, 2018",2017-18,1610612751,1610612765
21700800,"FEB 06, 2018",2017-18,1610612745,1610612751
21700785,"FEB 04, 2018",2017-18,1610612749,1610612751
21700768,"FEB 02, 2018",2017-18,1610612747,1610612751
21700756,"JAN 31, 2018",2017-18,1610612755,1610612751
21700745,"JAN 30, 2018",2017-18,1610612751,1610612752
21700729,"JAN 27, 2018",2017-18,1610612751,1610612750
21700719,"JAN 26, 2018",2017-18,1610612751,1610612749
21700697,"JAN 23, 2018",2017-18,1610612751,1610612760
21700685,"JAN 21, 2018",2017-18,1610612751,1610612765
21700668,"JAN 19, 2018",2017-18,1610612748,1610612751
21700655,"JAN 17, 2018",2017-18,1610612759,1610612751
21700642,"JAN 15, 2018",2017-18,1610612752,1610612751
21700630,"JAN 13, 2018",2017-18,1610612751,1610612764
21700606,"JAN 10, 2018",2017-18,1610612765,1610612751
21700592,"JAN 08, 2018",2017-18,1610612761,1610612751
21700557,"JAN 03, 2018",2017-18,1610612750,1610612751
21700545,"JAN 01, 2018",2017-18,1610612753,1610612751
21700523,"DEC 29, 2017",2017-18,1610612751,1610612748
21700511,"DEC 27, 2017",2017-18,1610612751,1610612740
21700502,"DEC 26, 2017",2017-18,1610612751,1610612759
21700482,"DEC 23, 2017",2017-18,1610612751,1610612754
21700473,"DEC 22, 2017",2017-18,1610612764,1610612751
21700457,"DEC 20, 2017",2017-18,1610612758,1610612751
21700439,"DEC 17, 2017",2017-18,1610612754,1610612751
21700424,"DEC 15, 2017",2017-18,1610612751,1610612761
21700414,"DEC 14, 2017",2017-18,1610612752,1610612751
21700400,"DEC 12, 2017",2017-18,1610612764,1610612751
21700376,"DEC 09, 2017",2017-18,1610612748,1610612751
21700365,"DEC 07, 2017",2017-18,1610612760,1610612751
21700310,"NOV 29, 2017",2017-18,1610612751,1610612742
21700294,"NOV 27, 2017",2017-18,1610612751,1610612745
21700289,"NOV 26, 2017",2017-18,1610612751,1610612763
21700267,"NOV 24, 2017",2017-18,1610612757,1610612751
21700254,"NOV 22, 2017",2017-18,1610612751,1610612739
21700236,"NOV 19, 2017",2017-18,1610612744,1610612751
21700219,"NOV 17, 2017",2017-18,1610612762,1610612751
21700187,"NOV 11, 2017",2017-18,1610612751,1610612762
21700176,"NOV 10, 2017",2017-18,1610612751,1610612757
21700155,"NOV 07, 2017",2017-18,1610612751,1610612743
21700147,"NOV 06, 2017",2017-18,1610612751,1610612756
21700130,"NOV 03, 2017",2017-18,1610612751,1610612747
21700102,"OCT 31, 2017",2017-18,1610612756,1610612751
21700087,"OCT 29, 2017",2017-18,1610612743,1610612751
21700073,"OCT 27, 2017",2017-18,1610612751,1610612752
21700058,"OCT 25, 2017",2017-18,1610612739,1610612751
21700050,"OCT 24, 2017",2017-18,1610612751,1610612753
21700022,"OCT 20, 2017",2017-18,1610612753,1610612751
21700004,"OCT 18, 2017",2017-18,1610612751,1610612754
21701213,"APR 10, 2018",2017-18,1610612766,1610612754
21701197,"APR 08, 2018",2017-18,1610612754,1610612766
21701182,"APR 06, 2018",2017-18,1610612766,1610612753
21701160,"APR 03, 2018",2017-18,1610612766,1610612741
21701143,"APR 01, 2018",2017-18,1610612755,1610612766
21701138,"MAR 31, 2018",2017-18,1610612766,1610612764
21701116,"MAR 28, 2018",2017-18,1610612739,1610612766
21701103,"MAR 26, 2018",2017-18,1610612752,1610612766
21701093,"MAR 24, 2018",2017-18,1610612766,1610612742
21701072,"MAR 22, 2018",2017-18,1610612763,1610612766
21701052,"MAR 19, 2018",2017-18,1610612766,1610612755
21701038,"MAR 17, 2018",2017-18,1610612766,1610612752
21701011,"MAR 13, 2018",2017-18,1610612766,1610612740
21700987,"MAR 10, 2018",2017-18,1610612756,1610612766
21700957,"MAR 06, 2018",2017-18,1610612755,1610612766
21700944,"MAR 04, 2018",2017-18,1610612766,1610612761
21700927,"MAR 02, 2018",2017-18,1610612766,1610612755
21700907,"FEB 27, 2018",2017-18,1610612741,1610612766
21700892,"FEB 25, 2018",2017-18,1610612765,1610612766
21700875,"FEB 23, 2018",2017-18,1610612766,1610612764
21700854,"FEB 14, 2018",2017-18,1610612766,1610612753
21700833,"FEB 11, 2018",2017-18,1610612761,1610612766
21700824,"FEB 09, 2018",2017-18,1610612766,1610612762
21700814,"FEB 08, 2018",2017-18,1610612766,1610612757
21700794,"FEB 05, 2018",2017-18,1610612766,1610612743
21700789,"FEB 04, 2018",2017-18,1610612766,1610612756
21700766,"FEB 02, 2018",2017-18,1610612754,1610612766
21700738,"JAN 29, 2018",2017-18,1610612766,1610612754
21700727,"JAN 27, 2018",2017-18,1610612766,1610612748
21700701,"JAN 24, 2018",2017-18,1610612740,1610612766
21700687,"JAN 22, 2018",2017-18,1610612758,1610612766
21700676,"JAN 20, 2018",2017-18,1610612748,1610612766
21700653,"JAN 17, 2018",2017-18,1610612764,1610612766
21700638,"JAN 15, 2018",2017-18,1610612766,1610612765
21700629,"JAN 13, 2018",2017-18,1610612760,1610612766
21700618,"JAN 12, 2018",2017-18,1610612762,1610612766
21700603,"JAN 10, 2018",2017-18,1610612742,1610612766
21700577,"JAN 05, 2018",2017-18,1610612766,1610612747
21700552,"JAN 02, 2018",2017-18,1610612766,1610612758
21700542,"DEC 31, 2017",2017-18,1610612766,1610612746
21700528,"DEC 29, 2017",2017-18,1610612766,1610612744
21700481,"DEC 23, 2017",2017-18,1610612749,1610612766
21700476,"DEC 22, 2017",2017-18,1610612766,1610612749
21700454,"DEC 20, 2017",2017-18,1610612761,1610612766
21700441,"DEC 18, 2017",2017-18,1610612752,1610612766
21700429,"DEC 16, 2017",2017-18,1610612757,1610612766
21700418,"DEC 15, 2017",2017-18,1610612748,1610612766
21700412,"DEC 13, 2017",2017-18,1610612766,1610612745
21700394,"DEC 11, 2017",2017-18,1610612766,1610612760
21700377,"DEC 09, 2017",2017-18,1610612747,1610612766
21700367,"DEC 08, 2017",2017-18,1610612741,1610612766
21700358,"DEC 06, 2017",2017-18,1610612744,1610612766
21700339,"DEC 04, 2017",2017-18,1610612753,1610612766
21700321,"DEC 01, 2017",2017-18,1610612766,1610612748
21700307,"NOV 29, 2017",2017-18,1610612766,1610612761
21700277,"NOV 25, 2017",2017-18,1610612759,1610612766
21700270,"NOV 24, 2017",2017-18,1610612766,1610612739
21700253,"NOV 22, 2017",2017-18,1610612764,1610612766
21700241,"NOV 20, 2017",2017-18,1610612750,1610612766
21700228,"NOV 18, 2017",2017-18,1610612746,1610612766
21700222,"NOV 17, 2017",2017-18,1610612766,1610612741
21700207,"NOV 15, 2017",2017-18,1610612739,1610612766
21700152,"NOV 07, 2017",2017-18,1610612766,1610612752
21700143,"NOV 05, 2017",2017-18,1610612766,1610612750
21700126,"NOV 03, 2017",2017-18,1610612766,1610612759
21700105,"NOV 01, 2017",2017-18,1610612749,1610612766
21700096,"OCT 30, 2017",2017-18,1610612766,1610612763
21700088,"OCT 29, 2017",2017-18,1610612753,1610612766
21700070,"OCT 27, 2017",2017-18,1610612745,1610612766
21700055,"OCT 25, 2017",2017-18,1610612743,1610612766
21700044,"OCT 23, 2017",2017-18,1610612766,1610612749
21700003,"OCT 18, 2017",2017-18,1610612766,1610612765
21701224,"APR 11, 2018",2017-18,1610612765,1610612741
21701144,"APR 01, 2018",2017-18,1610612764,1610612741
21701129,"MAR 30, 2018",2017-18,1610612741,1610612753
21701125,"MAR 29, 2018",2017-18,1610612741,1610612748
21701111,"MAR 27, 2018",2017-18,1610612741,1610612745
21701089,"MAR 24, 2018",2017-18,1610612741,1610612765
21701083,"MAR 23, 2018",2017-18,1610612749,1610612741
21701069,"MAR 21, 2018",2017-18,1610612743,1610612741
21701055,"MAR 19, 2018",2017-18,1610612741,1610612752
21701039,"MAR 17, 2018",2017-18,1610612739,1610612741
21701024,"MAR 15, 2018",2017-18,1610612741,1610612763
21701010,"MAR 13, 2018",2017-18,1610612746,1610612741
21700977,"MAR 09, 2018",2017-18,1610612741,1610612765
21700967,"MAR 07, 2018",2017-18,1610612763,1610612741
21700930,"MAR 02, 2018",2017-18,1610612742,1610612741
21700888,"FEB 24, 2018",2017-18,1610612741,1610612750
21700870,"FEB 22, 2018",2017-18,1610612755,1610612741
21700859,"FEB 14, 2018",2017-18,1610612761,1610612741
21700844,"FEB 12, 2018",2017-18,1610612753,1610612741
21700829,"FEB 10, 2018",2017-18,1610612764,1610612741
21700822,"FEB 09, 2018",2017-18,1610612750,1610612741
21700795,"FEB 05, 2018",2017-18,1610612741,1610612758
21700775,"FEB 03, 2018",2017-18,1610612741,1610612746
21700759,"JAN 31, 2018",2017-18,1610612741,1610612757
21700731,"JAN 28, 2018",2017-18,1610612749,1610612741
21700717,"JAN 26, 2018",2017-18,1610612747,1610612741
21700704,"JAN 24, 2018",2017-18,1610612741,1610612755
21700692,"JAN 22, 2018",2017-18,1610612741,1610612740
21700657,"JAN 17, 2018",2017-18,1610612744,1610612741
21700644,"JAN 15, 2018",2017-18,1610612748,1610612741
21700632,"JAN 13, 2018",2017-18,1610612765,1610612741
21700607,"JAN 10, 2018",2017-18,1610612741,1610612752
21700593,"JAN 08, 2018",2017-18,1610612745,1610612741
21700581,"JAN 06, 2018",2017-18,1610612741,1610612754
21700572,"JAN 05, 2018",2017-18,1610612741,1610612742
21700560,"JAN 03, 2018",2017-18,1610612761,1610612741
21700547,"JAN 01, 2018",2017-18,1610612757,1610612741
21700537,"DEC 31, 2017",2017-18,1610612741,1610612764
21700524,"DEC 29, 2017",2017-18,1610612754,1610612741
21700509,"DEC 27, 2017",2017-18,1610612752,1610612741
21700501,"DEC 26, 2017",2017-18,1610612741,1610612749
21700466,"DEC 21, 2017",2017-18,1610612741,1610612739
21700458,"DEC 20, 2017",2017-18,1610612753,1610612741
21700444,"DEC 18, 2017",2017-18,1610612755,1610612741
21700426,"DEC 15, 2017",2017-18,1610612741,1610612749
21700409,"DEC 13, 2017",2017-18,1610612762,1610612741
21700380,"DEC 09, 2017",2017-18,1610612752,1610612741
21700354,"DEC 06, 2017",2017-18,1610612741,1610612754
21700344,"DEC 04, 2017",2017-18,1610612739,1610612741
21700322,"DEC 01, 2017",2017-18,1610612758,1610612741
21700315,"NOV 30, 2017",2017-18,1610612741,1610612743
21700299,"NOV 28, 2017",2017-18,1610612756,1610612741
21700287,"NOV 26, 2017",2017-18,1610612748,1610612741
21700276,"NOV 24, 2017",2017-18,1610612741,1610612744
21700265,"NOV 22, 2017",2017-18,1610612741,1610612762
21700252,"NOV 21, 2017",2017-18,1610612741,1610612747
21700239,"NOV 19, 2017",2017-18,1610612741,1610612756
21700212,"NOV 15, 2017",2017-18,1610612741,1610612760
21700183,"NOV 11, 2017",2017-18,1610612741,1610612759
21700171,"NOV 10, 2017",2017-18,1610612754,1610612741
21700153,"NOV 07, 2017",2017-18,1610612741,1610612761
21700133,"NOV 04, 2017",2017-18,1610612740,1610612741
21700120,"NOV 03, 2017",2017-18,1610612741,1610612753
21700110,"NOV 01, 2017",2017-18,1610612741,1610612748
21700079,"OCT 28, 2017",2017-18,1610612760,1610612741
21700049,"OCT 24, 2017",2017-18,1610612741,1610612739
21700031,"OCT 21, 2017",2017-18,1610612759,1610612741
21700014,"OCT 19, 2017",2017-18,1610612741,1610612761
21701220,"APR 11, 2018",2017-18,1610612752,1610612739
21701207,"APR 09, 2018",2017-18,1610612739,1610612752
21701183,"APR 06, 2018",2017-18,1610612739,1610612755
21701176,"APR 05, 2018",2017-18,1610612764,1610612739
21701156,"APR 03, 2018",2017-18,1610612761,1610612739
21701149,"APR 01, 2018",2017-18,1610612742,1610612739
21701131,"MAR 30, 2018",2017-18,1610612740,1610612739
21701110,"MAR 27, 2018",2017-18,1610612739,1610612748
21701080,"MAR 23, 2018",2017-18,1610612756,1610612739
21701065,"MAR 21, 2018",2017-18,1610612761,1610612739
21701050,"MAR 19, 2018",2017-18,1610612749,1610612739
21701028,"MAR 15, 2018",2017-18,1610612739,1610612757
21701014,"MAR 13, 2018",2017-18,1610612739,1610612756
21701000,"MAR 11, 2018",2017-18,1610612739,1610612747
21700986,"MAR 09, 2018",2017-18,1610612739,1610612746
21700970,"MAR 07, 2018",2017-18,1610612739,1610612743
21700950,"MAR 05, 2018",2017-18,1610612765,1610612739
21700937,"MAR 03, 2018",2017-18,1610612743,1610612739
21700923,"MAR 01, 2018",2017-18,1610612755,1610612739
21700894,"FEB 25, 2018",2017-18,1610612759,1610612739
21700878,"FEB 23, 2018",2017-18,1610612739,1610612763
21700869,"FEB 22, 2018",2017-18,1610612764,1610612739
21700850,"FEB 13, 2018",2017-18,1610612739,1610612760
21700807,"FEB 07, 2018",2017-18,1610612750,1610612739
21700797,"FEB 06, 2018",2017-18,1610612739,1610612753
21700779,"FEB 03, 2018",2017-18,1610612745,1610612739
21700757,"JAN 31, 2018",2017-18,1610612748,1610612739
21700747,"JAN 30, 2018",2017-18,1610612739,1610612765
21700734,"JAN 28, 2018",2017-18,1610612765,1610612739
21700715,"JAN 26, 2018",2017-18,1610612754,1610612739
21700698,"JAN 23, 2018",2017-18,1610612739,1610612759
21700674,"JAN 20, 2018",2017-18,1610612760,1610612739
21700664,"JAN 18, 2018",2017-18,1610612753,1610612739
21700646,"JAN 15, 2018",2017-18,1610612744,1610612739
21700619,"JAN 12, 2018",2017-18,1610612739,1610612754
21700615,"JAN 11, 2018",2017-18,1610612739,1610612761
21700594,"JAN 08, 2018",2017-18,1610612739,1610612750
21700582,"JAN 06, 2018",2017-18,1610612739,1610612753
21700549,"JAN 02, 2018",2017-18,1610612757,1610612739
21700534,"DEC 30, 2017",2017-18,1610612739,1610612762
21700513,"DEC 27, 2017",2017-18,1610612739,1610612758
21700494,"DEC 25, 2017",2017-18,1610612739,1610612744
21700453,"DEC 19, 2017",2017-18,1610612739,1610612749
21700440,"DEC 17, 2017",2017-18,1610612739,1610612764
21700430,"DEC 16, 2017",2017-18,1610612762,1610612739
21700415,"DEC 14, 2017",2017-18,1610612747,1610612739
21700379,"DEC 09, 2017",2017-18,1610612755,1610612739
21700369,"DEC 08, 2017",2017-18,1610612739,1610612754
21700353,"DEC 06, 2017",2017-18,1610612758,1610612739
21700329,"DEC 02, 2017",2017-18,1610612763,1610612739
21700298,"NOV 28, 2017",2017-18,1610612748,1610612739
21700291,"NOV 27, 2017",2017-18,1610612739,1610612755
21700242,"NOV 20, 2017",2017-18,1610612739,1610612765
21700220,"NOV 17, 2017",2017-18,1610612746,1610612739
21700193,"NOV 13, 2017",2017-18,1610612739,1610612752
21700181,"NOV 11, 2017",2017-18,1610612739,1610612742
21700166,"NOV 09, 2017",2017-18,1610612739,1610612745
21700149,"NOV 07, 2017",2017-18,1610612749,1610612739
21700122,"NOV 03, 2017",2017-18,1610612739,1610612764
21700106,"NOV 01, 2017",2017-18,1610612754,1610612739
21700090,"OCT 29, 2017",2017-18,1610612752,1610612739
21700077,"OCT 28, 2017",2017-18,1610612739,1610612740
21700028,"OCT 21, 2017",2017-18,1610612753,1610612739
21700021,"OCT 20, 2017",2017-18,1610612739,1610612749
21701216,"APR 10, 2018",2017-18,1610612756,1610612742
21701198,"APR 08, 2018",2017-18,1610612742,1610612755
21701181,"APR 06, 2018",2017-18,1610612742,1610612765
21701170,"APR 04, 2018",2017-18,1610612742,1610612753
21701164,"APR 03, 2018",2017-18,1610612757,1610612742
21701134,"MAR 30, 2018",2017-18,1610612750,1610612742
21701123,"MAR 28, 2018",2017-18,1610612742,1610612747
21701113,"MAR 27, 2018",2017-18,1610612742,1610612758
21701076,"MAR 22, 2018",2017-18,1610612762,1610612742
21701061,"MAR 20, 2018",2017-18,1610612742,1610612740
21701031,"MAR 16, 2018",2017-18,1610612742,1610612761
21701009,"MAR 13, 2018",2017-18,1610612742,1610612752
21700997,"MAR 11, 2018",2017-18,1610612745,1610612742
21700989,"MAR 10, 2018",2017-18,1610612763,1610612742
21700961,"MAR 06, 2018",2017-18,1610612743,1610612742
21700946,"MAR 04, 2018",2017-18,1610612740,1610612742
21700919,"FEB 28, 2018",2017-18,1610612760,1610612742
21700904,"FEB 26, 2018",2017-18,1610612754,1610612742
21700890,"FEB 24, 2018",2017-18,1610612742,1610612762
21700883,"FEB 23, 2018",2017-18,1610612742,1610612747
21700851,"FEB 13, 2018",2017-18,1610612758,1610612742
21700837,"FEB 11, 2018",2017-18,1610612742,1610612745
21700830,"FEB 10, 2018",2017-18,1610612747,1610612742
21700815,"FEB 08, 2018",2017-18,1610612742,1610612744
21700796,"FEB 05, 2018",2017-18,1610612742,1610612746
21700783,"FEB 03, 2018",2017-18,1610612742,1610612758
21700760,"JAN 31, 2018",2017-18,1610612742,1610612756
